Order,,,Tag Code,,,Reader,Mux,RSSI,,Time
52042,TAG_READ,,c50000000000000000000048,,,1,4,-64,1.52E+12,1520473487
52043,TAG_READ,,c50000000000000000000048,,,1,1,-63,1.52E+12,1520473487
52044,TAG_READ,,c50000000000000000000235,,,1,1,-67,1.52E+12,1520473487
52045,TAG_READ,,c50000000000000000000292,,,1,1,-68,1.52E+12,1520473487
52046,TAG_READ,,c50000000000000000000916,,,1,3,-67,1.52E+12,1520473487
52047,TAG_READ,,c50000000000000000000235,,,1,4,-66,1.52E+12,1520473487
52048,TAG_READ,,c50000000000000000000292,,,1,4,-66,1.52E+12,1520473487
52049,TAG_READ,,c50000000000000000000916,,,1,4,-68,1.52E+12,1520473487
52050,TAG_READ,,c50000000000000000000292,,,1,1,-68,1.52E+12,1520473488
52051,TAG_READ,,c50000000000000000000235,,,1,1,-66,1.52E+12,1520473488
52052,TAG_READ,,c50000000000000000000916,,,1,3,-65,1.52E+12,1520473488
52053,TAG_READ,,c50000000000000000000048,,,1,2,-69,1.52E+12,1520473488
52054,TAG_READ,,c50000000000000000000916,,,1,4,-63,1.52E+12,1520473488
52055,TAG_READ,,c50000000000000000000235,,,1,4,-66,1.52E+12,1520473488
52056,TAG_READ,,c50000000000000000000916,,,1,3,-61,1.52E+12,1520473488
52057,TAG_READ,,c50000000000000000000916,,,1,4,-63,1.52E+12,1520473488
52058,TAG_READ,,c50000000000000000000916,,,1,3,-64,1.52E+12,1520473488
52059,TAG_READ,,c50000000000000000000916,,,1,4,-63,1.52E+12,1520473489
52060,TAG_READ,,c50000000000000000000916,,,1,3,-64,1.52E+12,1520473489
52061,TAG_READ,,c50000000000000000000048,,,1,3,-72,1.52E+12,1520473489
52062,TAG_READ,,c50000000000000000000292,,,1,4,-66,1.52E+12,1520473489
52064,TAG_ALARM,EPC_EAS,c50000000000000000000048,,,1,,,1.52E+12,1520473489
52064,TAG_READ,,c50000000000000000000292,,,1,1,-68,1.52E+12,1520473489
52065,TAG_READ,,c50000000000000000000048,,,1,1,-67,1.52E+12,1520473489
52066,TAG_READ,,c50000000000000000000916,,,1,1,-69,1.52E+12,1520473489
52067,TAG_READ,,c50000000000000000000916,,,1,4,-64,1.52E+12,1520473489
52068,TAG_READ,,c50000000000000000000235,,,1,4,-64,1.52E+12,1520473489
52069,TAG_READ,,c50000000000000000000235,,,1,1,-66,1.52E+12,1520473489
52070,TAG_READ,,c50000000000000000000048,,,1,1,-67,1.52E+12,1520473489
52071,TAG_READ,,c50000000000000000000916,,,1,3,-65,1.52E+12,1520473489
52072,TAG_READ,,c50000000000000000000048,,,1,2,-67,1.52E+12,1520473489
52073,TAG_READ,,c50000000000000000000315,,,1,4,-68,1.52E+12,1520473490
52074,TAG_READ,,c50000000000000000000048,,,1,1,-68,1.52E+12,1520473490
52075,TAG_READ,,c50000000000000000000292,,,1,1,-68,1.52E+12,1520473490
52076,TAG_READ,,c50000000000000000000048,,,1,3,-70,1.52E+12,1520473490
52077,TAG_READ,,c50000000000000000000235,,,1,4,-67,1.52E+12,1520473490
52078,TAG_READ,,c50000000000000000000292,,,1,4,-64,1.52E+12,1520473490
52079,TAG_READ,,c50000000000000000000235,,,1,1,-67,1.52E+12,1520473490
52080,TAG_READ,,c50000000000000000000292,,,1,1,-66,1.52E+12,1520473490
52081,TAG_READ,,c50000000000000000000916,,,1,3,-68,1.52E+12,1520473490
52082,TAG_READ,,c50000000000000000000048,,,1,2,-68,1.52E+12,1520473490
52083,TAG_READ,,c50000000000000000000235,,,1,4,-67,1.52E+12,1520473490
52084,TAG_READ,,c50000000000000000000048,,,1,4,-67,1.52E+12,1520473490
52085,TAG_READ,,c50000000000000000000916,,,1,4,-64,1.52E+12,1520473490
52086,TAG_READ,,c50000000000000000000048,,,1,1,-64,1.52E+12,1520473490
52087,TAG_READ,,c50000000000000000000235,,,1,1,-66,1.52E+12,1520473490
52088,TAG_READ,,c50000000000000000000235,,,1,3,-70,1.52E+12,1520473490
52089,TAG_READ,,c50000000000000000000916,,,1,3,-65,1.52E+12,1520473490
52090,TAG_READ,,c50000000000000000000048,,,1,2,-67,1.52E+12,1520473491
52091,TAG_READ,,c50000000000000000000916,,,1,4,-63,1.52E+12,1520473491
52092,TAG_READ,,c50000000000000000000048,,,1,4,-62,1.52E+12,1520473491
52093,TAG_READ,,c50000000000000000000048,,,1,1,-64,1.52E+12,1520473491
52094,TAG_READ,,c50000000000000000000048,,,1,4,-64,1.52E+12,1520473491
52095,TAG_READ,,c50000000000000000000916,,,1,4,-64,1.52E+12,1520473491
52096,TAG_READ,,c50000000000000000000048,,,1,1,-64,1.52E+12,1520473491
52097,TAG_READ,,c50000000000000000000916,,,1,3,-64,1.52E+12,1520473491
52098,TAG_READ,,c50000000000000000000916,,,1,4,-64,1.52E+12,1520473491
52099,TAG_READ,,c50000000000000000000235,,,1,4,-66,1.52E+12,1520473491
52100,TAG_READ,,c50000000000000000000916,,,1,4,-66,1.52E+12,1520473491
52101,TAG_READ,,c50000000000000000000235,,,1,1,-67,1.52E+12,1520473491
52102,TAG_READ,,c50000000000000000000048,,,1,1,-69,1.52E+12,1520473491
52103,TAG_READ,,c50000000000000000000292,,,1,1,-69,1.52E+12,1520473491
52104,TAG_READ,,c50000000000000000000916,,,1,3,-66,1.52E+12,1520473491
52105,TAG_READ,,c50000000000000000000048,,,1,2,-70,1.52E+12,1520473492
52106,TAG_READ,,c50000000000000000000916,,,1,4,-66,1.52E+12,1520473492
52107,TAG_READ,,c50000000000000000000235,,,1,4,-64,1.52E+12,1520473492
52108,TAG_READ,,c50000000000000000000292,,,1,4,-67,1.52E+12,1520473492
52109,TAG_READ,,c50000000000000000000048,,,1,4,-62,1.52E+12,1520473492
52110,TAG_READ,,c50000000000000000000048,,,1,1,-64,1.52E+12,1520473492
52111,TAG_READ,,c50000000000000000000916,,,1,3,-63,1.52E+12,1520473492
52112,TAG_READ,,c50000000000000000000916,,,1,4,-64,1.52E+12,1520473492
52113,TAG_READ,,c50000000000000000000235,,,1,1,-67,1.52E+12,1520473492
52114,TAG_READ,,c50000000000000000000292,,,1,1,-66,1.52E+12,1520473492
52115,TAG_READ,,c50000000000000000000916,,,1,3,-68,1.52E+12,1520473492
52116,TAG_READ,,c50000000000000000000235,,,1,1,-68,1.52E+12,1520473492
52117,TAG_READ,,c50000000000000000000235,,,1,1,-67,1.52E+12,1520473492
52118,TAG_READ,,c50000000000000000000048,,,1,1,-64,1.52E+12,1520473492
52119,TAG_READ,,c50000000000000000000235,,,1,3,-71,1.52E+12,1520473493
52120,TAG_READ,,c50000000000000000000916,,,1,3,-65,1.52E+12,1520473493
52121,TAG_READ,,c50000000000000000000158,,,1,3,-71,1.52E+12,1520473493
52122,TAG_READ,,c50000000000000000000048,,,1,2,-66,1.52E+12,1520473493
52123,TAG_READ,,c50000000000000000000235,,,1,4,-65,1.52E+12,1520473493
52124,TAG_READ,,c50000000000000000000916,,,1,4,-64,1.52E+12,1520473493
52125,TAG_READ,,c50000000000000000000048,,,1,4,-68,1.52E+12,1520473493
52126,TAG_READ,,c50000000000000000000235,,,1,1,-66,1.52E+12,1520473493
52127,TAG_READ,,c50000000000000000000048,,,1,1,-64,1.52E+12,1520473493
52128,TAG_READ,,c50000000000000000000916,,,1,4,-64,1.52E+12,1520473493
52129,TAG_READ,,c50000000000000000000048,,,1,4,-64,1.52E+12,1520473493
52130,TAG_READ,,c50000000000000000000048,,,1,1,-64,1.52E+12,1520473493
52131,TAG_READ,,c50000000000000000000315,,,1,1,-69,1.52E+12,1520473493
52132,TAG_READ,,c50000000000000000000048,,,1,1,-67,1.52E+12,1520473493
52133,TAG_READ,,c50000000000000000000048,,,1,3,-71,1.52E+12,1520473493
52134,TAG_READ,,c50000000000000000000048,,,1,4,-64,1.52E+12,1520473493
52136,TAG_ALARM,EPC_EAS,c50000000000000000000048,,,1,,,1.52E+12,1520473493
