Order,Tag,,Tag Code,,,Reader,Mux,RSSI,,Time
37606,TAG_READ,,c50000000000000000000323,,,1,1,-67,1.52045E+12,450693
37607,TAG_READ,,c50000000000000000000765,,,1,1,-66,1.52045E+12,450693
37608,TAG_READ,,c50000000000000000000044,,,1,1,-66,1.52045E+12,450693
37609,TAG_READ,,c50000000000000000000623,,,1,1,-67,1.52045E+12,450693
37610,TAG_READ,,abacab000000000000000148,,,1,1,-69,1.52045E+12,450693
37611,TAG_READ,,c50000000000000000000763,,,1,1,-68,1.52045E+12,450693
37612,TAG_READ,,083056003e9993703c12900827a00400,,,1,1,-70,1.52045E+12,450693
37613,TAG_READ,,c50000000000000000000953,,,1,1,-72,1.52045E+12,450693
37614,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,1,-64,1.52045E+12,450693
37615,TAG_READ,,c50000000000000000000155,,,1,1,-71,1.52045E+12,450693
37616,TAG_READ,,c50000000000000000000039,,,1,1,-71,1.52045E+12,450693
37617,TAG_READ,,c50000000000000000000347,,,1,1,-74,1.52045E+12,450693
37618,TAG_READ,,08303242b99c64e60f087f9359028400,,,1,1,-70,1.52045E+12,450693
37619,TAG_READ,,c50000000000000000000710,,,1,1,-71,1.52045E+12,450693
37620,TAG_READ,,c50000000000000000000420,,,1,1,-70,1.52045E+12,450693
37621,TAG_READ,,c50000000000000000000507,,,1,1,-71,1.52045E+12,450693
37622,TAG_READ,,c50000000000000000000710,,,1,4,-69,1.52045E+12,450693
37623,TAG_READ,,abacab000000000000000178,,,1,4,-68,1.52045E+12,450693
37624,TAG_READ,,c50000000000000000000158,,,1,4,-68,1.52045E+12,450693
37625,TAG_READ,,c50000000000000000000155,,,1,4,-74,1.52045E+12,450693
37626,TAG_READ,,c50000000000000000000953,,,1,4,-70,1.52045E+12,450693
37627,TAG_READ,,c50000000000000000000315,,,1,4,-72,1.52045E+12,450693
37628,TAG_READ,,c50000000000000000000623,,,1,4,-68,1.52045E+12,450693
37629,TAG_READ,,abacab000000000000000175,,,1,4,-68,1.52045E+12,450693
37630,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,4,-65,1.52045E+12,450693
37631,TAG_READ,,c50000000000000000000859,,,1,4,-67,1.52045E+12,450693
37632,TAG_READ,,c50000000000000000000655,,,1,4,-71,1.52045E+12,450693
37633,TAG_READ,,c50000000000000000000519,,,1,4,-72,1.52045E+12,450693
37634,TAG_READ,,c50000000000000000000507,,,1,4,-71,1.52045E+12,450693
37635,TAG_READ,,c50000000000000000000347,,,1,4,-74,1.52045E+12,450693
37636,TAG_READ,,c50000000000000000000765,,,1,4,-70,1.52045E+12,450693
37637,TAG_READ,,c50000000000000000000323,,,1,4,-71,1.52045E+12,450693
37638,TAG_READ,,c50000000000000000000148,,,1,4,-73,1.52045E+12,450693
37639,TAG_READ,,c50000000000000000000916,,,1,3,-66,1.52045E+12,450693
37640,TAG_READ,,c50000000000000000000334,,,1,3,-67,1.52045E+12,450693
37641,TAG_READ,,c50000000000000000000334,,,1,2,-50,1.52045E+12,450693
37642,TAG_READ,,c50000000000000000000916,,,1,2,-58,1.52045E+12,450693
37643,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,2,-64,1.52045E+12,450693
37644,TAG_READ,,c50000000000000000000916,,,1,2,-60,1.52045E+12,450693
37645,TAG_READ,,c50000000000000000000334,,,1,2,-53,1.52045E+12,450693
37646,TAG_READ,,c50000000000000000000158,,,1,1,-67,1.52045E+12,450693
37647,TAG_READ,,c50000000000000000000334,,,1,1,-55,1.52045E+12,450693
37648,TAG_READ,,c50000000000000000000710,,,1,1,-69,1.52045E+12,450693
37649,TAG_READ,,c50000000000000000000519,,,1,1,-70,1.52045E+12,450693
37650,TAG_READ,,c50000000000000000000623,,,1,1,-70,1.52045E+12,450693
37651,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,1,-57,1.52045E+12,450693
37652,TAG_READ,,c50000000000000000000243,,,1,1,-70,1.52045E+12,450693
37653,TAG_READ,,abacab000000000000000148,,,1,1,-71,1.52045E+12,450693
37654,TAG_READ,,c50000000000000000000764,,,1,1,-68,1.52045E+12,450693
37655,TAG_READ,,abacab000000000000000468,,,1,1,-68,1.52045E+12,450693
37656,TAG_READ,,c50000000000000000000323,,,1,1,-73,1.52045E+12,450693
37657,TAG_READ,,c50000000000000000000027,,,1,1,-71,1.52045E+12,450693
37658,TAG_READ,,c50000000000000000000503,,,1,1,-70,1.52045E+12,450693
37659,TAG_READ,,c50000000000000000000235,,,1,1,-71,1.52045E+12,450693
37660,TAG_READ,,c50000000000000000000507,,,1,1,-75,1.52045E+12,450693
37661,TAG_READ,,c50000000000000000000859,,,1,1,-70,1.52045E+12,450693
37662,TAG_READ,,c50000000000000000000485,,,1,1,-74,1.52045E+12,450693
37663,TAG_READ,,c50000000000000000000444,,,1,1,-74,1.52045E+12,450693
37664,TAG_READ,,c50000000000000000000787,,,1,1,-72,1.52045E+12,450693
37665,TAG_READ,,c50000000000000000000420,,,1,1,-72,1.52045E+12,450693
37666,TAG_READ,,c50000000000000000000155,,,1,1,-72,1.52045E+12,450693
37667,TAG_READ,,c50000000000000000000315,,,1,1,-69,1.52045E+12,450693
37668,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,4,-61,1.52045E+12,450693
37669,TAG_READ,,c50000000000000000000764,,,1,4,-68,1.52045E+12,450693
37670,TAG_READ,,c50000000000000000000323,,,1,4,-68,1.52045E+12,450693
37671,TAG_READ,,c50000000000000000000485,,,1,4,-74,1.52045E+12,450693
37672,TAG_READ,,c50000000000000000000324,,,1,4,-68,1.52045E+12,450693
37673,TAG_READ,,c50000000000000000000859,,,1,4,-67,1.52045E+12,450693
37674,TAG_READ,,c50000000000000000000027,,,1,4,-72,1.52045E+12,450693
37675,TAG_READ,,c50000000000000000000503,,,1,4,-69,1.52045E+12,450693
37676,TAG_READ,,c50000000000000000000334,,,1,4,-68,1.52045E+12,450693
37677,TAG_READ,,08306171706a2a7d0235cb550e030400,,,1,4,-71,1.52045E+12,450693
37678,TAG_READ,,c50000000000000000000581,,,1,4,-74,1.52045E+12,450693
37679,TAG_READ,,c50000000000000000000235,,,1,4,-69,1.52045E+12,450693
37680,TAG_READ,,c50000000000000000000444,,,1,4,-70,1.52045E+12,450693
37681,TAG_READ,,c50000000000000000000654,,,1,4,-72,1.52045E+12,450693
37682,TAG_READ,,c50000000000000000000352,,,1,4,-70,1.52045E+12,450693
37683,TAG_READ,,c50000000000000000000623,,,1,4,-73,1.52045E+12,450693
37684,TAG_READ,,c50000000000000000000909,,,1,4,-75,1.52045E+12,450693
37685,TAG_READ,,c50000000000000000000710,,,1,4,-69,1.52045E+12,450693
37686,TAG_READ,,c50000000000000000000953,,,1,4,-74,1.52045E+12,450693
37687,TAG_READ,,c50000000000000000000500,,,1,4,-71,1.52045E+12,450693
37688,TAG_READ,,c50000000000000000000048,,,1,4,-64,1.52045E+12,450693
37689,TAG_READ,,c50000000000000000000155,,,1,4,-76,1.52045E+12,450693
37690,TAG_READ,,c50000000000000000000691,,,1,4,-73,1.52045E+12,450693
37691,TAG_READ,,abacab000000000000000468,,,1,4,-69,1.52045E+12,450693
37692,TAG_READ,,08303242b99c64e60f087f9359028400,,,1,4,-69,1.52045E+12,450693
37693,TAG_READ,,c50000000000000000000409,,,1,4,-72,1.52045E+12,450693
37694,TAG_READ,,c50000000000000000000802,,,1,4,-70,1.52045E+12,450693
37695,TAG_READ,,c50000000000000000000765,,,1,4,-71,1.52045E+12,450693
37696,TAG_READ,,abacab000000000000000115,,,1,4,-74,1.52045E+12,450693
37697,TAG_READ,,c50000000000000000000573,,,1,4,-76,1.52045E+12,450693
37698,TAG_READ,,c50000000000000000000519,,,1,4,-75,1.52045E+12,450693
37699,TAG_READ,,083056003e86d2e43c03b5fe27a00400,,,1,4,-74,1.52045E+12,450693
37700,TAG_READ,,c50000000000000000000155,,,1,4,-75,1.52045E+12,450694
37701,TAG_READ,,c50000000000000000000519,,,1,4,-75,1.52045E+12,450694
37702,TAG_READ,,abacab000000000000000148,,,1,4,-71,1.52045E+12,450694
37703,TAG_READ,,c50000000000000000000802,,,1,4,-71,1.52045E+12,450694
37704,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,4,-64,1.52045E+12,450694
37705,TAG_READ,,c50000000000000000000334,,,1,3,-57,1.52045E+12,450694
37706,TAG_READ,,c50000000000000000000916,,,1,3,-64,1.52045E+12,450694
37707,TAG_READ,,c50000000000000000000334,,,1,2,-54,1.52045E+12,450694
37708,TAG_READ,,c50000000000000000000519,,,1,2,-64,1.52045E+12,450694
37709,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,2,-58,1.52045E+12,450694
37710,TAG_READ,,c50000000000000000000916,,,1,2,-60,1.52045E+12,450694
37711,TAG_READ,,c50000000000000000000710,,,1,1,-71,1.52045E+12,450694
37712,TAG_READ,,c50000000000000000000323,,,1,1,-69,1.52045E+12,450694
37713,TAG_READ,,c50000000000000000000519,,,1,1,-69,1.52045E+12,450694
37714,TAG_READ,,abacab000000000000000148,,,1,1,-70,1.52045E+12,450694
37715,TAG_READ,,c50000000000000000000334,,,1,1,-60,1.52045E+12,450694
37716,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,1,-61,1.52045E+12,450694
37717,TAG_READ,,c50000000000000000000953,,,1,1,-74,1.52045E+12,450694
37718,TAG_READ,,c50000000000000000000623,,,1,1,-69,1.52045E+12,450694
37719,TAG_READ,,c50000000000000000000859,,,1,1,-65,1.52045E+12,450694
37720,TAG_READ,,abacab000000000000000361,,,1,1,-70,1.52045E+12,450694
37721,TAG_READ,,c50000000000000000000803,,,1,1,-70,1.52045E+12,450694
37722,TAG_READ,,c50000000000000000000155,,,1,1,-75,1.52045E+12,450694
37723,TAG_READ,,c50000000000000000000507,,,1,1,-77,1.52045E+12,450694
37724,TAG_READ,,abacab000000000000000148,,,1,1,-69,1.52045E+12,450694
37725,TAG_READ,,c50000000000000000000243,,,1,1,-71,1.52045E+12,450694
37726,TAG_READ,,c50000000000000000000352,,,1,1,-70,1.52045E+12,450694
37727,TAG_READ,,c50000000000000000000802,,,1,1,-72,1.52045E+12,450694
37728,TAG_READ,,c50000000000000000000623,,,1,4,-67,1.52045E+12,450694
37729,TAG_READ,,abacab000000000000000178,,,1,4,-67,1.52045E+12,450694
37730,TAG_READ,,c50000000000000000000859,,,1,4,-68,1.52045E+12,450694
37731,TAG_READ,,c50000000000000000000953,,,1,4,-70,1.52045E+12,450694
37732,TAG_READ,,c50000000000000000000334,,,1,4,-63,1.52045E+12,450694
37733,TAG_READ,,c50000000000000000000765,,,1,4,-69,1.52045E+12,450694
37734,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,3,-63,1.52045E+12,450694
37735,TAG_READ,,c50000000000000000000235,,,1,3,-70,1.52045E+12,450694
37736,TAG_READ,,c50000000000000000000334,,,1,3,-52,1.52045E+12,450694
37737,TAG_READ,,c50000000000000000000916,,,1,3,-64,1.52045E+12,450694
37738,TAG_READ,,c50000000000000000000900,,,1,3,-65,1.52045E+12,450694
37739,TAG_READ,,c50000000000000000000334,,,1,2,-54,1.52045E+12,450694
37740,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,2,-57,1.52045E+12,450694
37742,TAG_ALARM,EPC_EAS,c50000000000000000000916,,,1,,,1.52045E+12,450693
37742,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,1,-71,1.52045E+12,450694
37743,TAG_READ,,c50000000000000000000623,,,1,1,-67,1.52045E+12,450694
37744,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,1,-74,1.52045E+12,450694
37745,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,4,-74,1.52045E+12,450694
37746,TAG_READ,,c50000000000000000000900,,,1,3,-62,1.52045E+12,450694
37747,TAG_READ,,c50000000000000000000334,,,1,3,-51,1.52045E+12,450694
37748,TAG_READ,,c50000000000000000000916,,,1,3,-64,1.52045E+12,450694
37749,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,3,-58,1.52045E+12,450694
37750,TAG_READ,,c50000000000000000000044,,,1,3,-61,1.52045E+12,450694
37751,TAG_READ,,c50000000000000000000039,,,1,3,-66,1.52045E+12,450694
37752,TAG_READ,,c50000000000000000000334,,,1,2,-58,1.52045E+12,450695
37753,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,2,-61,1.52045E+12,450695
37754,TAG_READ,,c50000000000000000000155,,,1,1,-73,1.52045E+12,450695
37755,TAG_READ,,c50000000000000000000710,,,1,1,-74,1.52045E+12,450695
37756,TAG_READ,,c50000000000000000000323,,,1,1,-70,1.52045E+12,450695
37757,TAG_READ,,c50000000000000000000315,,,1,1,-71,1.52045E+12,450695
37758,TAG_READ,,c50000000000000000000507,,,1,1,-74,1.52045E+12,450695
37759,TAG_READ,,c50000000000000000000859,,,1,1,-68,1.52045E+12,450695
37760,TAG_READ,,c50000000000000000000623,,,1,1,-71,1.52045E+12,450695
37761,TAG_READ,,c50000000000000000000803,,,1,1,-70,1.52045E+12,450695
37762,TAG_READ,,c50000000000000000000581,,,1,1,-74,1.52045E+12,450695
37763,TAG_READ,,c50000000000000000000352,,,1,4,-68,1.52045E+12,450695
37764,TAG_READ,,c50000000000000000000803,,,1,4,-71,1.52045E+12,450695
37765,TAG_READ,,c50000000000000000000859,,,1,4,-67,1.52045E+12,450695
37766,TAG_READ,,c50000000000000000000623,,,1,4,-74,1.52045E+12,450695
37767,TAG_READ,,c50000000000000000000507,,,1,4,-71,1.52045E+12,450695
37768,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,4,-62,1.52045E+12,450695
37769,TAG_READ,,c50000000000000000000581,,,1,4,-73,1.52045E+12,450695
37770,TAG_READ,,c50000000000000000000710,,,1,4,-74,1.52045E+12,450695
37771,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,3,-58,1.52045E+12,450695
37772,TAG_READ,,c50000000000000000000334,,,1,3,-52,1.52045E+12,450695
37773,TAG_READ,,c50000000000000000000610,,,1,3,-66,1.52045E+12,450695
37774,TAG_READ,,c50000000000000000000235,,,1,3,-71,1.52045E+12,450695
37775,TAG_READ,,c50000000000000000000334,,,1,2,-64,1.52045E+12,450695
37776,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,2,-67,1.52045E+12,450695
37777,TAG_READ,,c50000000000000000000334,,,1,2,-61,1.52045E+12,450695
37778,TAG_READ,,c50000000000000000000610,,,1,2,-70,1.52045E+12,450695
37779,TAG_READ,,c50000000000000000000027,,,1,4,-73,1.52045E+12,450695
37780,TAG_READ,,08306171706a2a7d0235cb550e030400,,,1,4,-70,1.52045E+12,450695
37781,TAG_READ,,c50000000000000000000158,,,1,4,-71,1.52045E+12,450695
37782,TAG_READ,,c50000000000000000000048,,,1,4,-64,1.52045E+12,450695
37783,TAG_READ,,c50000000000000000000507,,,1,4,-71,1.52045E+12,450695
37784,TAG_READ,,c50000000000000000000764,,,1,4,-66,1.52045E+12,450695
37785,TAG_READ,,c50000000000000000000503,,,1,4,-67,1.52045E+12,450695
37786,TAG_READ,,c50000000000000000000485,,,1,4,-73,1.52045E+12,450695
37787,TAG_READ,,c50000000000000000000323,,,1,4,-69,1.52045E+12,450695
37788,TAG_READ,,c50000000000000000000859,,,1,4,-65,1.52045E+12,450695
37789,TAG_READ,,c50000000000000000000235,,,1,4,-70,1.52045E+12,450695
37790,TAG_READ,,c50000000000000000000444,,,1,4,-70,1.52045E+12,450695
37791,TAG_READ,,c50000000000000000000334,,,1,4,-56,1.52045E+12,450695
37792,TAG_READ,,08303242b99c64e60f087f9359028400,,,1,4,-68,1.52045E+12,450695
37793,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,4,-58,1.52045E+12,450695
37794,TAG_READ,,c50000000000000000000710,,,1,4,-66,1.52045E+12,450695
37795,TAG_READ,,c50000000000000000000324,,,1,4,-65,1.52045E+12,450695
37796,TAG_READ,,c50000000000000000000352,,,1,4,-71,1.52045E+12,450695
37797,TAG_READ,,c50000000000000000000877,,,1,4,-72,1.52045E+12,450695
37798,TAG_READ,,abacab000000000000000481,,,1,4,-69,1.52045E+12,450695
37799,TAG_READ,,c50000000000000000000900,,,1,4,-67,1.52045E+12,450695
37800,TAG_READ,,c50000000000000000000623,,,1,4,-71,1.52045E+12,450695
37801,TAG_READ,,c50000000000000000000691,,,1,4,-74,1.52045E+12,450695
37802,TAG_READ,,c50000000000000000000500,,,1,4,-71,1.52045E+12,450695
37803,TAG_READ,,c50000000000000000000243,,,1,4,-68,1.52045E+12,450695
37804,TAG_READ,,c50000000000000000000765,,,1,4,-67,1.52045E+12,450695
37805,TAG_READ,,c50000000000000000000519,,,1,4,-74,1.52045E+12,450695
37806,TAG_READ,,083056003e86d2e43c03b5fe27a00400,,,1,4,-71,1.52045E+12,450695
37807,TAG_READ,,c50000000000000000000315,,,1,4,-67,1.52045E+12,450695
37808,TAG_READ,,c50000000000000000000953,,,1,4,-71,1.52045E+12,450695
37809,TAG_READ,,c50000000000000000000155,,,1,4,-74,1.52045E+12,450695
37810,TAG_READ,,c50000000000000000000044,,,1,4,-67,1.52045E+12,450695
37811,TAG_READ,,c50000000000000000000409,,,1,4,-72,1.52045E+12,450695
37812,TAG_READ,,abacab000000000000000468,,,1,4,-69,1.52045E+12,450695
37813,TAG_READ,,c50000000000000000000655,,,1,4,-74,1.52045E+12,450695
37814,TAG_READ,,c50000000000000000000420,,,1,4,-70,1.52045E+12,450695
37815,TAG_READ,,c50000000000000000000654,,,1,4,-76,1.52045E+12,450695
37816,TAG_READ,,abacab000000000000000258,,,1,4,-71,1.52045E+12,450695
37817,TAG_READ,,c50000000000000000000610,,,1,4,-71,1.52045E+12,450695
37818,TAG_READ,,c50000000000000000000909,,,1,4,-71,1.52045E+12,450695
37819,TAG_READ,,c50000000000000000000802,,,1,4,-70,1.52045E+12,450695
37820,TAG_READ,,abacab000000000000000148,,,1,4,-69,1.52045E+12,450695
37821,TAG_READ,,c50000000000000000000243,,,1,3,-68,1.52045E+12,450695
37822,TAG_READ,,c50000000000000000000334,,,1,3,-57,1.52045E+12,450695
37823,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,3,-62,1.52045E+12,450695
37824,TAG_READ,,c50000000000000000000235,,,1,1,-70,1.52045E+12,450695
37825,TAG_READ,,c50000000000000000000334,,,1,1,-66,1.52045E+12,450695
37826,TAG_READ,,c50000000000000000000623,,,1,1,-68,1.52045E+12,450696
37827,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,1,-67,1.52045E+12,450696
37828,TAG_READ,,c50000000000000000000710,,,1,1,-65,1.52045E+12,450696
37829,TAG_READ,,c50000000000000000000900,,,1,1,-64,1.52045E+12,450696
37830,TAG_READ,,c50000000000000000000765,,,1,1,-69,1.52045E+12,450696
37831,TAG_READ,,c50000000000000000000763,,,1,1,-71,1.52045E+12,450696
37832,TAG_READ,,c50000000000000000000323,,,1,1,-71,1.52045E+12,450696
37833,TAG_READ,,c50000000000000000000334,,,1,1,-63,1.52045E+12,450696
37834,TAG_READ,,c50000000000000000000324,,,1,1,-71,1.52045E+12,450696
37835,TAG_READ,,abacab000000000000000284,,,1,1,-71,1.52045E+12,450696
37836,TAG_READ,,c50000000000000000000828,,,1,4,-69,1.52045E+12,450696
37837,TAG_READ,,abacab000000000000000284,,,1,4,-72,1.52045E+12,450696
37838,TAG_READ,,c50000000000000000000765,,,1,4,-72,1.52045E+12,450696
37839,TAG_READ,,c50000000000000000000610,,,1,4,-68,1.52045E+12,450696
37840,TAG_READ,,c50000000000000000000044,,,1,4,-64,1.52045E+12,450696
37841,TAG_READ,,c50000000000000000000319,,,1,4,-67,1.52045E+12,450696
37842,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,4,-64,1.52045E+12,450696
37843,TAG_READ,,c50000000000000000000710,,,1,4,-64,1.52045E+12,450696
37844,TAG_READ,,c50000000000000000000763,,,1,4,-74,1.52045E+12,450696
37845,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,3,-68,1.52045E+12,450696
37846,TAG_READ,,c50000000000000000000235,,,1,3,-71,1.52045E+12,450696
37847,TAG_READ,,c50000000000000000000507,,,1,1,-72,1.52045E+12,450696
37848,TAG_READ,,c50000000000000000000323,,,1,1,-69,1.52045E+12,450696
37849,TAG_READ,,c50000000000000000000803,,,1,1,-70,1.52045E+12,450696
37850,TAG_READ,,c50000000000000000000859,,,1,1,-67,1.52045E+12,450696
37851,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,1,-72,1.52045E+12,450696
37852,TAG_READ,,c50000000000000000000581,,,1,1,-74,1.52045E+12,450696
37853,TAG_READ,,c50000000000000000000334,,,1,1,-68,1.52045E+12,450696
37854,TAG_READ,,c50000000000000000000623,,,1,1,-72,1.52045E+12,450696
37855,TAG_READ,,c50000000000000000000315,,,1,1,-71,1.52045E+12,450696
37856,TAG_READ,,c50000000000000000000655,,,1,1,-74,1.52045E+12,450696
37857,TAG_READ,,c50000000000000000000352,,,1,1,-70,1.52045E+12,450696
37858,TAG_READ,,c50000000000000000000243,,,1,1,-73,1.52045E+12,450696
37859,TAG_READ,,c50000000000000000000581,,,1,4,-70,1.52045E+12,450696
37860,TAG_READ,,c50000000000000000000352,,,1,4,-69,1.52045E+12,450696
37861,TAG_READ,,c50000000000000000000803,,,1,4,-68,1.52045E+12,450696
37862,TAG_READ,,c50000000000000000000623,,,1,4,-72,1.52045E+12,450696
37863,TAG_READ,,c50000000000000000000802,,,1,4,-71,1.52045E+12,450696
37864,TAG_READ,,c50000000000000000000710,,,1,4,-73,1.52045E+12,450696
37865,TAG_READ,,c50000000000000000000859,,,1,4,-67,1.52045E+12,450696
37866,TAG_READ,,c50000000000000000000315,,,1,4,-69,1.52045E+12,450696
37867,TAG_READ,,c50000000000000000000654,,,1,4,-74,1.52045E+12,450696
37868,TAG_READ,,c50000000000000000000953,,,1,4,-74,1.52045E+12,450696
37869,TAG_READ,,c50000000000000000000155,,,1,4,-76,1.52045E+12,450696
37870,TAG_READ,,abacab000000000000000178,,,1,4,-70,1.52045E+12,450696
37871,TAG_READ,,c50000000000000000000334,,,1,4,-62,1.52045E+12,450696
37872,TAG_READ,,c50000000000000000000909,,,1,4,-73,1.52045E+12,450696
37873,TAG_READ,,c50000000000000000000623,,,1,4,-68,1.52045E+12,450696
37874,TAG_READ,,c50000000000000000000507,,,1,4,-71,1.52045E+12,450696
37875,TAG_READ,,c50000000000000000000158,,,1,4,-71,1.52045E+12,450696
37876,TAG_READ,,c50000000000000000000420,,,1,4,-71,1.52045E+12,450696
37877,TAG_READ,,c50000000000000000000859,,,1,4,-69,1.52045E+12,450696
37878,TAG_READ,,c50000000000000000000315,,,1,4,-70,1.52045E+12,450696
3788037880,TAG_ALARMTAG_READ,EPC_EAS,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,11,1,-71,1.52045E+25,1.52045069
37881,TAG_READ,,c50000000000000000000623,,,1,1,-67,1.52045E+12,450694
37882,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,1,-74,1.52045E+12,450694
37883,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,4,-74,1.52045E+12,450694
37884,TAG_READ,,c50000000000000000000900,,,1,3,-62,1.52045E+12,450694
37885,TAG_READ,,c50000000000000000000334,,,1,3,-51,1.52045E+12,450694
37886,TAG_READ,,c50000000000000000000916,,,1,3,-64,1.52045E+12,450694
37887,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,3,-58,1.52045E+12,450694
37888,TAG_READ,,c50000000000000000000044,,,1,3,-61,1.52045E+12,450694
37889,TAG_READ,,c50000000000000000000039,,,1,3,-66,1.52045E+12,450694
37890,TAG_READ,,c50000000000000000000334,,,1,2,-58,1.52045E+12,450695
37891,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,2,-61,1.52045E+12,450695
37892,TAG_READ,,c50000000000000000000155,,,1,1,-73,1.52045E+12,450695
37893,TAG_READ,,c50000000000000000000710,,,1,1,-74,1.52045E+12,450695
37894,TAG_READ,,c50000000000000000000323,,,1,1,-70,1.52045E+12,450695
37895,TAG_READ,,c50000000000000000000315,,,1,1,-71,1.52045E+12,450695
37896,TAG_READ,,c50000000000000000000507,,,1,1,-74,1.52045E+12,450695
37897,TAG_READ,,c50000000000000000000859,,,1,1,-68,1.52045E+12,450695
37898,TAG_READ,,c50000000000000000000623,,,1,1,-71,1.52045E+12,450695
37899,TAG_READ,,c50000000000000000000803,,,1,1,-70,1.52045E+12,450695
37900,TAG_READ,,c50000000000000000000581,,,1,1,-74,1.52045E+12,450695
37901,TAG_READ,,c50000000000000000000352,,,1,4,-68,1.52045E+12,450695
37902,TAG_READ,,c50000000000000000000803,,,1,4,-71,1.52045E+12,450695
37903,TAG_READ,,c50000000000000000000859,,,1,4,-67,1.52045E+12,450695
37904,TAG_READ,,c50000000000000000000623,,,1,4,-74,1.52045E+12,450695
37905,TAG_READ,,c50000000000000000000507,,,1,4,-71,1.52045E+12,450695
37906,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,4,-62,1.52045E+12,450695
37907,TAG_READ,,c50000000000000000000581,,,1,4,-73,1.52045E+12,450695
37908,TAG_READ,,c50000000000000000000710,,,1,4,-74,1.52045E+12,450695
37909,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,3,-58,1.52045E+12,450695
37910,TAG_READ,,c50000000000000000000334,,,1,3,-52,1.52045E+12,450695
37911,TAG_READ,,c50000000000000000000610,,,1,3,-66,1.52045E+12,450695
37912,TAG_READ,,c50000000000000000000235,,,1,3,-71,1.52045E+12,450695
37913,TAG_READ,,c50000000000000000000334,,,1,2,-64,1.52045E+12,450695
37914,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,2,-67,1.52045E+12,450695
37915,TAG_READ,,c50000000000000000000334,,,1,2,-61,1.52045E+12,450695
37916,TAG_READ,,c50000000000000000000610,,,1,2,-70,1.52045E+12,450695
37917,TAG_READ,,c50000000000000000000027,,,1,4,-73,1.52045E+12,450695
37918,TAG_READ,,08306171706a2a7d0235cb550e030400,,,1,4,-70,1.52045E+12,450695
37919,TAG_READ,,c50000000000000000000158,,,1,4,-71,1.52045E+12,450695
37920,TAG_READ,,c50000000000000000000048,,,1,4,-64,1.52045E+12,450695
37921,TAG_READ,,c50000000000000000000507,,,1,4,-71,1.52045E+12,450695
37922,TAG_READ,,c50000000000000000000764,,,1,4,-66,1.52045E+12,450695
37923,TAG_READ,,c50000000000000000000503,,,1,4,-67,1.52045E+12,450695
37924,TAG_READ,,c50000000000000000000485,,,1,4,-73,1.52045E+12,450695
37925,TAG_READ,,c50000000000000000000323,,,1,4,-69,1.52045E+12,450695
37926,TAG_READ,,c50000000000000000000859,,,1,4,-65,1.52045E+12,450695
37927,TAG_READ,,c50000000000000000000235,,,1,4,-70,1.52045E+12,450695
