Order,Tag,,Tag Code,,,Reader,Mux,RSSI,,Time
39028,TAG_READ,,c50000000000000000000859,,,1,1,-73,1.52047E+12,1520469318
39029,TAG_READ,,c50000000000000000000765,,,1,1,-67,1.52047E+12,1520469318
39030,TAG_READ,,c50000000000000000000788,,,1,1,-71,1.52047E+12,1520469318
39031,TAG_READ,,c50000000000000000000323,,,1,1,-72,1.52047E+12,1520469318
39032,TAG_READ,,c50000000000000000000787,,,1,4,-65,1.52047E+12,1520469318
39033,TAG_READ,,c50000000000000000000352,,,1,4,-71,1.52047E+12,1520469318
39034,TAG_READ,,abacab000000000000000130,,,1,4,-75,1.52047E+12,1520469318
39035,TAG_READ,,c50000000000000000000507,,,1,4,-71,1.52047E+12,1520469318
39036,TAG_READ,,c50000000000000000000710,,,1,4,-73,1.52047E+12,1520469318
39037,TAG_READ,,c50000000000000000000235,,,1,4,-64,1.52047E+12,1520469318
39038,TAG_READ,,c50000000000000000000420,,,1,4,-68,1.52047E+12,1520469318
39039,TAG_READ,,c50000000000000000000155,,,1,4,-77,1.52047E+12,1520469318
39040,TAG_READ,,c50000000000000000000323,,,1,4,-67,1.52047E+12,1520469318
39041,TAG_READ,,c50000000000000000000802,,,1,4,-71,1.52047E+12,1520469318
39042,TAG_READ,,c50000000000000000000581,,,1,4,-71,1.52047E+12,1520469318
39043,TAG_READ,,c50000000000000000000796,,,1,4,-73,1.52047E+12,1520469318
39044,TAG_READ,,c50000000000000000000158,,,1,4,-67,1.52047E+12,1520469318
39045,TAG_READ,,c50000000000000000000803,,,1,4,-72,1.52047E+12,1520469318
39046,TAG_READ,,c50000000000000000000610,,,1,4,-66,1.52047E+12,1520469318
39047,TAG_READ,,c50000000000000000000048,,,1,4,-67,1.52047E+12,1520469318
39048,TAG_READ,,c50000000000000000000623,,,1,4,-74,1.52047E+12,1520469318
39049,TAG_READ,,abacab000000000000000178,,,1,4,-70,1.52047E+12,1520469318
39050,TAG_READ,,abacab000000000000000148,,,1,4,-71,1.52047E+12,1520469318
39051,TAG_READ,,c50000000000000000000315,,,1,4,-68,1.52047E+12,1520469318
39052,TAG_READ,,c50000000000000000000953,,,1,4,-71,1.52047E+12,1520469318
39053,TAG_READ,,c50000000000000000000409,,,1,4,-71,1.52047E+12,1520469318
39054,TAG_READ,,c50000000000000000000027,,,1,4,-74,1.52047E+12,1520469318
39055,TAG_READ,,c50000000000000000000900,,,1,1,-74,1.52047E+12,1520469318
39056,TAG_READ,,c50000000000000000000610,,,1,1,-67,1.52047E+12,1520469318
39057,TAG_READ,,c50000000000000000000420,,,1,1,-68,1.52047E+12,1520469318
39058,TAG_READ,,c50000000000000000000323,,,1,1,-69,1.52047E+12,1520469318
39059,TAG_READ,,c50000000000000000000235,,,1,1,-64,1.52047E+12,1520469318
39060,TAG_READ,,c50000000000000000000623,,,1,1,-73,1.52047E+12,1520469318
39061,TAG_READ,,abacab000000000000000254,,,1,1,-72,1.52047E+12,1520469318
39062,TAG_READ,,abacab000000000000000148,,,1,1,-73,1.52047E+12,1520469318
39063,TAG_READ,,c50000000000000000000334,,,1,1,-67,1.52047E+12,1520469318
39064,TAG_READ,,c50000000000000000000710,,,1,1,-68,1.52047E+12,1520469319
39065,TAG_READ,,c50000000000000000000507,,,1,1,-68,1.52047E+12,1520469319
39066,TAG_READ,,c50000000000000000000500,,,1,1,-71,1.52047E+12,1520469319
39067,TAG_READ,,c50000000000000000000323,,,1,1,-68,1.52047E+12,1520469319
39068,TAG_READ,,c50000000000000000000420,,,1,1,-69,1.52047E+12,1520469319
39069,TAG_READ,,c50000000000000000000292,,,1,1,-67,1.52047E+12,1520469319
39070,TAG_READ,,c50000000000000000000953,,,1,1,-69,1.52047E+12,1520469319
39071,TAG_READ,,c50000000000000000000610,,,1,1,-66,1.52047E+12,1520469319
39072,TAG_READ,,c50000000000000000000024,,,1,4,-77,1.52047E+12,1520469319
39073,TAG_READ,,c50000000000000000000235,,,1,4,-71,1.52047E+12,1520469319
39074,TAG_READ,,c50000000000000000000511,,,1,4,-70,1.52047E+12,1520469319
39075,TAG_READ,,c50000000000000000000710,,,1,4,-70,1.52047E+12,1520469319
39076,TAG_READ,,c50000000000000000000765,,,1,4,-67,1.52047E+12,1520469319
39077,TAG_READ,,c50000000000000000000900,,,1,4,-67,1.52047E+12,1520469319
39078,TAG_READ,,c50000000000000000000877,,,1,4,-74,1.52047E+12,1520469319
39079,TAG_READ,,abacab000000000000000468,,,1,4,-71,1.52047E+12,1520469319
39080,TAG_READ,,c50000000000000000000610,,,1,4,-65,1.52047E+12,1520469319
39081,TAG_READ,,c50000000000000000000802,,,1,4,-70,1.52047E+12,1520469319
39082,TAG_READ,,c50000000000000000000323,,,1,4,-68,1.52047E+12,1520469319
39083,TAG_READ,,c50000000000000000000500,,,1,4,-71,1.52047E+12,1520469319
39084,TAG_READ,,c50000000000000000000324,,,1,4,-68,1.52047E+12,1520469319
39085,TAG_READ,,c50000000000000000000581,,,1,4,-77,1.52047E+12,1520469319
39086,TAG_READ,,c50000000000000000000828,,,1,4,-70,1.52047E+12,1520469319
39087,TAG_READ,,c50000000000000000000916,,,1,4,-72,1.52047E+12,1520469319
39088,TAG_READ,,c50000000000000000000352,,,1,4,-69,1.52047E+12,1520469319
39089,TAG_READ,,c50000000000000000000048,,,1,4,-65,1.52047E+12,1520469319
39090,TAG_READ,,08306171706a2a7d0235cb550e030400,,,1,4,-69,1.52047E+12,1520469319
39091,TAG_READ,,abacab000000000000000245,,,1,4,-70,1.52047E+12,1520469319
39092,TAG_READ,,abacab000000000000000148,,,1,4,-68,1.52047E+12,1520469319
39093,TAG_READ,,c50000000000000000000315,,,1,4,-64,1.52047E+12,1520469319
39094,TAG_READ,,c50000000000000000000158,,,1,4,-71,1.52047E+12,1520469319
39095,TAG_READ,,c50000000000000000000623,,,1,4,-71,1.52047E+12,1520469319
39096,TAG_READ,,c50000000000000000000788,,,1,4,-71,1.52047E+12,1520469319
39097,TAG_READ,,c50000000000000000000027,,,1,4,-75,1.52047E+12,1520469319
39098,TAG_READ,,c50000000000000000000420,,,1,4,-69,1.52047E+12,1520469319
39099,TAG_READ,,c50000000000000000000691,,,1,4,-75,1.52047E+12,1520469319
39100,TAG_READ,,abacab000000000000000396,,,1,4,-70,1.52047E+12,1520469319
39101,TAG_READ,,08303242b99c64e60f087f9359028400,,,1,4,-69,1.52047E+12,1520469319
39102,TAG_READ,,c50000000000000000000485,,,1,4,-74,1.52047E+12,1520469319
39103,TAG_READ,,c50000000000000000000292,,,1,4,-67,1.52047E+12,1520469319
39104,TAG_READ,,c50000000000000000000654,,,1,4,-74,1.52047E+12,1520469319
39105,TAG_READ,,c50000000000000000000803,,,1,4,-74,1.52047E+12,1520469319
39106,TAG_READ,,c50000000000000000000765,,,1,1,-68,1.52047E+12,1520469319
39107,TAG_READ,,c50000000000000000000710,,,1,1,-66,1.52047E+12,1520469319
39108,TAG_READ,,c50000000000000000000292,,,1,1,-67,1.52047E+12,1520469319
39109,TAG_READ,,c50000000000000000000859,,,1,1,-71,1.52047E+12,1520469319
39110,TAG_READ,,c50000000000000000000334,,,1,1,-62,1.52047E+12,1520469319
39111,TAG_READ,,c50000000000000000000347,,,1,1,-70,1.52047E+12,1520469319
39112,TAG_READ,,083056003e9993703c12900827a00400,,,1,1,-70,1.52047E+12,1520469319
39113,TAG_READ,,c50000000000000000000796,,,1,1,-67,1.52047E+12,1520469319
39114,TAG_READ,,c50000000000000000000916,,,1,1,-71,1.52047E+12,1520469319
39115,TAG_READ,,c50000000000000000000158,,,1,1,-63,1.52047E+12,1520469319
39116,TAG_READ,,c50000000000000000000324,,,1,1,-69,1.52047E+12,1520469319
39117,TAG_READ,,08303242b99c64e60f087f9359028400,,,1,1,-71,1.52047E+12,1520469319
39118,TAG_READ,,c50000000000000000000900,,,1,1,-66,1.52047E+12,1520469319
39119,TAG_READ,,c50000000000000000000909,,,1,1,-70,1.52047E+12,1520469319
39120,TAG_READ,,abacab000000000000000112,,,1,1,-70,1.52047E+12,1520469319
39121,TAG_READ,,c50000000000000000000623,,,1,1,-68,1.52047E+12,1520469319
39122,TAG_READ,,abacab000000000000000172,,,1,1,-71,1.52047E+12,1520469319
39123,TAG_READ,,c50000000000000000000610,,,1,1,-66,1.52047E+12,1520469319
39124,TAG_READ,,c50000000000000000000763,,,1,1,-70,1.52047E+12,1520469319
39125,TAG_READ,,c50000000000000000000048,,,1,1,-66,1.52047E+12,1520469319
39126,TAG_READ,,c50000000000000000000828,,,1,1,-68,1.52047E+12,1520469319
39127,TAG_READ,,c50000000000000000000148,,,1,1,-67,1.52047E+12,1520469319
39128,TAG_READ,,c50000000000000000000158,,,1,4,-62,1.52047E+12,1520469319
39129,TAG_READ,,c50000000000000000000623,,,1,4,-67,1.52047E+12,1520469319
39130,TAG_READ,,c50000000000000000000048,,,1,4,-66,1.52047E+12,1520469319
39131,TAG_READ,,c50000000000000000000324,,,1,4,-72,1.52047E+12,1520469319
39132,TAG_READ,,abacab000000000000000172,,,1,4,-71,1.52047E+12,1520469319
39133,TAG_READ,,c50000000000000000000763,,,1,4,-74,1.52047E+12,1520469319
39134,TAG_READ,,c50000000000000000000155,,,1,4,-74,1.52047E+12,1520469319
39135,TAG_READ,,abacab000000000000000370,,,1,4,-71,1.52047E+12,1520469319
39136,TAG_READ,,c50000000000000000000859,,,1,4,-73,1.52047E+12,1520469319
39137,TAG_READ,,c50000000000000000000610,,,1,4,-67,1.52047E+12,1520469319
39138,TAG_READ,,c50000000000000000000235,,,1,4,-64,1.52047E+12,1520469319
39139,TAG_READ,,c50000000000000000000323,,,1,4,-68,1.52047E+12,1520469319
39140,TAG_READ,,c50000000000000000000420,,,1,4,-68,1.52047E+12,1520469319
39141,TAG_READ,,c50000000000000000000802,,,1,4,-71,1.52047E+12,1520469319
39142,TAG_READ,,c50000000000000000000623,,,1,4,-73,1.52047E+12,1520469319
39143,TAG_READ,,c50000000000000000000581,,,1,4,-72,1.52047E+12,1520469319
39144,TAG_READ,,c50000000000000000000352,,,1,4,-70,1.52047E+12,1520469319
39145,TAG_READ,,c50000000000000000000158,,,1,4,-67,1.52047E+12,1520469319
39146,TAG_READ,,c50000000000000000000803,,,1,4,-71,1.52047E+12,1520469319
39147,TAG_READ,,c50000000000000000000507,,,1,4,-71,1.52047E+12,1520469319
39148,TAG_READ,,c50000000000000000000027,,,1,4,-74,1.52047E+12,1520469319
39149,TAG_READ,,c50000000000000000000334,,,1,4,-67,1.52047E+12,1520469319
39150,TAG_READ,,c50000000000000000000900,,,1,4,-75,1.52047E+12,1520469319
39151,TAG_READ,,c50000000000000000000859,,,1,4,-69,1.52047E+12,1520469319
39152,TAG_READ,,c50000000000000000000315,,,1,4,-69,1.52047E+12,1520469319
39153,TAG_READ,,c50000000000000000000292,,,1,4,-65,1.52047E+12,1520469319
39154,TAG_READ,,c50000000000000000000155,,,1,1,-73,1.52047E+12,1520469320
39155,TAG_READ,,c50000000000000000000323,,,1,1,-69,1.52047E+12,1520469320
39156,TAG_READ,,c50000000000000000000610,,,1,1,-67,1.52047E+12,1520469320
39157,TAG_READ,,c50000000000000000000155,,,1,1,-74,1.52047E+12,1520469320
39158,TAG_READ,,c50000000000000000000420,,,1,1,-71,1.52047E+12,1520469320
39159,TAG_READ,,c50000000000000000000883,,,1,1,-64,1.52047E+12,1520469320
39160,TAG_READ,,c50000000000000000000158,,,1,1,-65,1.52047E+12,1520469320
39161,TAG_READ,,c50000000000000000000710,,,1,1,-67,1.52047E+12,1520469320
39162,TAG_READ,,c50000000000000000000763,,,1,1,-72,1.52047E+12,1520469320
39163,TAG_READ,,c50000000000000000000900,,,1,1,-71,1.52047E+12,1520469320
39164,TAG_READ,,083056003e9993703c12900827a00400,,,1,1,-71,1.52047E+12,1520469320
39165,TAG_READ,,c50000000000000000000334,,,1,1,-64,1.52047E+12,1520469320
39166,TAG_READ,,c50000000000000000000292,,,1,1,-65,1.52047E+12,1520469320
39167,TAG_READ,,c50000000000000000000765,,,1,1,-67,1.52047E+12,1520469320
39168,TAG_READ,,c50000000000000000000315,,,1,1,-72,1.52047E+12,1520469320
39169,TAG_READ,,c50000000000000000000324,,,1,1,-69,1.52047E+12,1520469320
39170,TAG_READ,,08303242b99c64e60f087f9359028400,,,1,1,-70,1.52047E+12,1520469320
39171,TAG_READ,,c50000000000000000000623,,,1,1,-69,1.52047E+12,1520469320
39172,TAG_READ,,c50000000000000000000953,,,1,1,-71,1.52047E+12,1520469320
39173,TAG_READ,,c50000000000000000000796,,,1,1,-67,1.52047E+12,1520469320
39174,TAG_READ,,c50000000000000000000148,,,1,1,-69,1.52047E+12,1520469320
39175,TAG_READ,,c50000000000000000000235,,,1,1,-67,1.52047E+12,1520469320
39176,TAG_READ,,c50000000000000000000048,,,1,1,-67,1.52047E+12,1520469320
39177,TAG_READ,,c50000000000000000000787,,,1,1,-65,1.52047E+12,1520469320
39178,TAG_READ,,c50000000000000000000323,,,1,4,-69,1.52047E+12,1520469320
39179,TAG_READ,,c50000000000000000000235,,,1,4,-64,1.52047E+12,1520469320
39180,TAG_READ,,c50000000000000000000710,,,1,4,-67,1.52047E+12,1520469320
39181,TAG_READ,,c50000000000000000000048,,,1,4,-67,1.52047E+12,1520469320
39182,TAG_READ,,abacab000000000000000178,,,1,4,-69,1.52047E+12,1520469320
39183,TAG_READ,,c50000000000000000000883,,,1,4,-64,1.52047E+12,1520469320
39184,TAG_READ,,c50000000000000000000623,,,1,4,-68,1.52047E+12,1520469320
39185,TAG_READ,,c50000000000000000000796,,,1,4,-66,1.52047E+12,1520469320
39186,TAG_READ,,c50000000000000000000292,,,1,4,-67,1.52047E+12,1520469320
39187,TAG_READ,,c50000000000000000000334,,,1,4,-64,1.52047E+12,1520469320
39188,TAG_READ,,c50000000000000000000158,,,1,4,-64,1.52047E+12,1520469320
39189,TAG_READ,,c50000000000000000000803,,,1,4,-73,1.52047E+12,1520469320
39190,TAG_READ,,c50000000000000000000787,,,1,4,-67,1.52047E+12,1520469320
39191,TAG_READ,,c50000000000000000000655,,,1,4,-72,1.52047E+12,1520469320
39192,TAG_READ,,c50000000000000000000420,,,1,4,-69,1.52047E+12,1520469320
39193,TAG_READ,,c50000000000000000000507,,,1,4,-71,1.52047E+12,1520469320
39194,TAG_READ,,c50000000000000000000155,,,1,4,-74,1.52047E+12,1520469320
39195,TAG_READ,,083056003e9993703c12900827a00400,,,1,4,-73,1.52047E+12,1520469320
39196,TAG_READ,,c50000000000000000000347,,,1,1,-70,1.52047E+12,1520469320
39197,TAG_READ,,c50000000000000000000334,,,1,1,-65,1.52047E+12,1520469320
39198,TAG_READ,,c50000000000000000000158,,,1,1,-63,1.52047E+12,1520469320
39199,TAG_READ,,c50000000000000000000710,,,1,1,-64,1.52047E+12,1520469320
39200,TAG_READ,,c50000000000000000000764,,,1,1,-72,1.52047E+12,1520469320
39201,TAG_READ,,c50000000000000000000916,,,1,1,-68,1.52047E+12,1520469320
39202,TAG_READ,,c50000000000000000000324,,,1,1,-68,1.52047E+12,1520469320
39203,TAG_READ,,c50000000000000000000859,,,1,1,-75,1.52047E+12,1520469320
39204,TAG_READ,,c50000000000000000000763,,,1,1,-69,1.52047E+12,1520469320
39205,TAG_READ,,c50000000000000000000610,,,1,1,-67,1.52047E+12,1520469320
39206,TAG_READ,,c50000000000000000000765,,,1,1,-67,1.52047E+12,1520469320
39207,TAG_READ,,c50000000000000000000828,,,1,1,-69,1.52047E+12,1520469320
39208,TAG_READ,,abacab000000000000000408,,,1,1,-67,1.52047E+12,1520469320
39209,TAG_READ,,abacab000000000000000247,,,1,1,-73,1.52047E+12,1520469320
39210,TAG_READ,,c50000000000000000000319,,,1,1,-70,1.52047E+12,1520469320
39211,TAG_READ,,c50000000000000000000909,,,1,1,-71,1.52047E+12,1520469320
39212,TAG_READ,,c50000000000000000000511,,,1,1,-69,1.52047E+12,1520469320
39213,TAG_READ,,c50000000000000000000764,,,1,4,-74,1.52047E+12,1520469320
39214,TAG_READ,,c50000000000000000000158,,,1,4,-62,1.52047E+12,1520469320
39215,TAG_READ,,c50000000000000000000048,,,1,4,-64,1.52047E+12,1520469320
39216,TAG_READ,,c50000000000000000000828,,,1,4,-67,1.52047E+12,1520469320
39217,TAG_READ,,c50000000000000000000623,,,1,4,-67,1.52047E+12,1520469320
39218,TAG_READ,,c50000000000000000000610,,,1,4,-68,1.52047E+12,1520469320
39219,TAG_READ,,c50000000000000000000347,,,1,4,-70,1.52047E+12,1520469320
39220,TAG_READ,,c50000000000000000000900,,,1,4,-66,1.52047E+12,1520469320
39221,TAG_READ,,c50000000000000000000788,,,1,4,-72,1.52047E+12,1520469320
39222,TAG_READ,,c50000000000000000000916,,,1,4,-67,1.52047E+12,1520469320
39223,TAG_READ,,c50000000000000000000334,,,1,4,-64,1.52047E+12,1520469320
39224,TAG_READ,,c50000000000000000000763,,,1,4,-70,1.52047E+12,1520469320
39225,TAG_READ,,c50000000000000000000324,,,1,4,-69,1.52047E+12,1520469320
39226,TAG_READ,,c50000000000000000000155,,,1,4,-71,1.52047E+12,1520469320
39227,TAG_READ,,c50000000000000000000710,,,1,4,-65,1.52047E+12,1520469320
39228,TAG_READ,,c50000000000000000000909,,,1,4,-71,1.52047E+12,1520469320
39229,TAG_READ,,c50000000000000000000787,,,1,4,-67,1.52047E+12,1520469320
39230,TAG_READ,,c50000000000000000000765,,,1,4,-67,1.52047E+12,1520469320
39231,TAG_READ,,c50000000000000000000654,,,1,4,-71,1.52047E+12,1520469320
39232,TAG_READ,,c50000000000000000000319,,,1,4,-68,1.52047E+12,1520469320
39233,TAG_READ,,c50000000000000000000859,,,1,4,-75,1.52047E+12,1520469320
39234,TAG_READ,,c50000000000000000000511,,,1,4,-65,1.52047E+12,1520469320
39235,TAG_READ,,083056003e9993703c12900827a00400,,,1,4,-70,1.52047E+12,1520469320
39236,TAG_READ,,c50000000000000000000796,,,1,1,-67,1.52047E+12,1520469321
39237,TAG_READ,,c50000000000000000000610,,,1,1,-66,1.52047E+12,1520469321
39238,TAG_READ,,abacab000000000000000172,,,1,1,-71,1.52047E+12,1520469321
39239,TAG_READ,,c50000000000000000000859,,,1,1,-72,1.52047E+12,1520469321
39240,TAG_READ,,c50000000000000000000883,,,1,1,-63,1.52047E+12,1520469321
39241,TAG_READ,,c50000000000000000000158,,,1,1,-64,1.52047E+12,1520469321
39242,TAG_READ,,c50000000000000000000334,,,1,1,-63,1.52047E+12,1520469321
39243,TAG_READ,,c50000000000000000000148,,,1,1,-71,1.52047E+12,1520469321
39244,TAG_READ,,c50000000000000000000765,,,1,1,-66,1.52047E+12,1520469321
39245,TAG_READ,,c50000000000000000000763,,,1,1,-70,1.52047E+12,1520469321
39246,TAG_READ,,c50000000000000000000909,,,1,1,-74,1.52047E+12,1520469321
39247,TAG_READ,,083056003e9993703c12900827a00400,,,1,1,-69,1.52047E+12,1520469321
39248,TAG_READ,,c50000000000000000000900,,,1,1,-69,1.52047E+12,1520469321
39249,TAG_READ,,c50000000000000000000324,,,1,1,-67,1.52047E+12,1520469321
39250,TAG_READ,,c50000000000000000000710,,,1,1,-67,1.52047E+12,1520469321
39251,TAG_READ,,c50000000000000000000623,,,1,1,-69,1.52047E+12,1520469321
39252,TAG_READ,,c50000000000000000000323,,,1,1,-70,1.52047E+12,1520469321
39253,TAG_READ,,c50000000000000000000292,,,1,1,-66,1.52047E+12,1520469321
39254,TAG_READ,,c50000000000000000000787,,,1,1,-64,1.52047E+12,1520469321
39255,TAG_READ,,c50000000000000000000155,,,1,1,-77,1.52047E+12,1520469321
39256,TAG_READ,,08303242b99c64e60f087f9359028400,,,1,1,-70,1.52047E+12,1520469321
39257,TAG_READ,,c50000000000000000000654,,,1,1,-74,1.52047E+12,1520469321
39258,TAG_READ,,c50000000000000000000315,,,1,1,-71,1.52047E+12,1520469321
39259,TAG_READ,,c50000000000000000000511,,,1,1,-64,1.52047E+12,1520469321
39260,TAG_READ,,c50000000000000000000235,,,1,1,-67,1.52047E+12,1520469321
39261,TAG_READ,,c50000000000000000000347,,,1,1,-74,1.52047E+12,1520469321
39262,TAG_READ,,c50000000000000000000623,,,1,4,-67,1.52047E+12,1520469321
39263,TAG_READ,,c50000000000000000000158,,,1,4,-64,1.52047E+12,1520469321
39264,TAG_READ,,c50000000000000000000324,,,1,4,-70,1.52047E+12,1520469321
39265,TAG_READ,,c50000000000000000000347,,,1,4,-74,1.52047E+12,1520469321
39266,TAG_READ,,c50000000000000000000323,,,1,4,-71,1.52047E+12,1520469321
39267,TAG_READ,,c50000000000000000000610,,,1,4,-66,1.52047E+12,1520469321
39268,TAG_READ,,c50000000000000000000796,,,1,4,-66,1.52047E+12,1520469321
39269,TAG_READ,,c50000000000000000000765,,,1,4,-68,1.52047E+12,1520469321
39270,TAG_READ,,c50000000000000000000511,,,1,4,-65,1.52047E+12,1520469321
39271,TAG_READ,,08303242b99c64e60f087f9359028400,,,1,4,-71,1.52047E+12,1520469321
39272,TAG_READ,,c50000000000000000000859,,,1,4,-71,1.52047E+12,1520469321
39273,TAG_READ,,c50000000000000000000100,,,1,4,-71,1.52047E+12,1520469321
39274,TAG_READ,,c50000000000000000000334,,,1,4,-61,1.52047E+12,1520469321
39275,TAG_READ,,c50000000000000000000710,,,1,4,-68,1.52047E+12,1520469321
39276,TAG_READ,,c50000000000000000000909,,,1,4,-72,1.52047E+12,1520469321
39277,TAG_READ,,c50000000000000000000292,,,1,4,-67,1.52047E+12,1520469321
39278,TAG_READ,,c50000000000000000000155,,,1,4,-73,1.52047E+12,1520469321
39279,TAG_READ,,c50000000000000000000763,,,1,4,-71,1.52047E+12,1520469321
39280,TAG_READ,,abacab000000000000000166,,,1,4,-69,1.52047E+12,1520469321
39281,TAG_READ,,c50000000000000000000315,,,1,4,-70,1.52047E+12,1520469321
39282,TAG_READ,,c50000000000000000000900,,,1,4,-70,1.52047E+12,1520469321
39283,TAG_READ,,c50000000000000000000420,,,1,1,-70,1.52047E+12,1520469321
39284,TAG_READ,,c50000000000000000000900,,,1,1,-67,1.52047E+12,1520469321
39285,TAG_READ,,c50000000000000000000048,,,1,1,-67,1.52047E+12,1520469321
39286,TAG_READ,,c50000000000000000000323,,,1,1,-70,1.52047E+12,1520469321
39287,TAG_READ,,c50000000000000000000503,,,1,1,-67,1.52047E+12,1520469321
